1 ||| -3.141593 ||| ???
1 ||| -3.131593 ||| ???
1 ||| -3.121593 ||| ???
1 ||| -3.111593 ||| ???
1 ||| -3.101593 ||| ???
1 ||| -3.091593 ||| ???
1 ||| -3.081593 ||| ???
1 ||| -3.071593 ||| ???
1 ||| -3.061593 ||| ???
1 ||| -3.051593 ||| ???
1 ||| -3.041593 ||| ???
1 ||| -3.031593 ||| ???
1 ||| -3.021593 ||| ???
1 ||| -3.011593 ||| ???
1 ||| -3.001593 ||| ???
1 ||| -2.991593 ||| ???
1 ||| -2.981593 ||| ???
1 ||| -2.971593 ||| ???
1 ||| -2.961593 ||| ???
1 ||| -2.951593 ||| ???
1 ||| -2.941593 ||| ???
1 ||| -2.931593 ||| ???
1 ||| -2.921593 ||| ???
1 ||| -2.911593 ||| ???
1 ||| -2.901593 ||| ???
1 ||| -2.891593 ||| ???
1 ||| -2.881593 ||| ???
1 ||| -2.871593 ||| ???
1 ||| -2.861593 ||| ???
1 ||| -2.851593 ||| ???
1 ||| -2.841593 ||| ???
1 ||| -2.831593 ||| ???
1 ||| -2.821593 ||| ???
1 ||| -2.811593 ||| ???
1 ||| -2.801593 ||| 1.9817060327958207
1 ||| -2.791593 ||| 1.9571220589408906
1 ||| -2.781593 ||| 1.9327320215744375
1 ||| -2.771593 ||| 1.9085355731104399
1 ||| -2.761593 ||| 1.8845323566040668
1 ||| -2.751593 ||| 1.8607220057873664
1 ||| -2.741593 ||| 1.8371041451058967
1 ||| -2.731593 ||| 1.8136783897562789
1 ||| -2.721593 ||| 1.7904443457246784
1 ||| -2.711593 ||| 1.7674016098262040
1 ||| -2.701593 ||| 1.7445497697452277
1 ||| -2.691593 ||| 1.7218884040766167
1 ||| -2.681593 ||| 1.6994170823678709
1 ||| -2.671593 ||| 1.6771353651621697
1 ||| -2.661593 ||| 1.6550428040423169
1 ||| -2.651593 ||| 1.6331389416755817
1 ||| -2.641593 ||| 1.6114233118594328
1 ||| -2.631593 ||| 1.5898954395681564
1 ||| -2.621593 ||| 1.5685548410003602
1 ||| -2.611593 ||| 1.5474010236273514
1 ||| -2.601593 ||| 1.5264334862423907
1 ||| -2.591593 ||| 1.5056517190108112
1 ||| -2.581593 ||| 1.4850552035210032
1 ||| -2.571593 ||| 1.4646434128362529
1 ||| -2.561593 ||| 1.4444158115474370
1 ||| -2.551593 ||| 1.4243718558265628
1 ||| -2.541593 ||| 1.4045109934811504
1 ||| -2.531593 ||| 1.3848326640094513
1 ||| -2.521593 ||| 1.3653362986564992
1 ||| -2.511593 ||| 1.3460213204709832
1 ||| -2.501593 ||| 1.3268871443629449
1 ||| -2.491593 ||| 1.3079331771622837
1 ||| -2.481593 ||| 1.2891588176780768
1 ||| -2.471593 ||| 1.2705634567586945
1 ||| -2.461593 ||| 1.2521464773527182
1 ||| -2.451593 ||| 1.2339072545706420
1 ||| -2.441593 ||| 1.2158451557473624
1 ||| -2.431593 ||| 1.1979595405054446
1 ||| -2.421593 ||| 1.1802497608191600
1 ||| -2.411593 ||| 1.1627151610792867
1 ||| -2.401593 ||| 1.1453550781586712
1 ||| -2.391593 ||| 1.1281688414785407
1 ||| -2.381593 ||| 1.1111557730755584
1 ||| -2.371593 ||| 1.0943151876696222
1 ||| -2.361593 ||| 1.0776463927323903
1 ||| -2.351593 ||| 1.0611486885565340
1 ||| -2.341593 ||| 1.0448213683257066
1 ||| -2.331593 ||| 1.0286637181852276
1 ||| -2.321593 ||| 1.0126750173134629
1 ||| -2.311593 ||| 0.9968545379939113
1 ||| -2.301593 ||| 0.9812015456879728
1 ||| -2.291593 ||| 0.9657152991084005
1 ||| -2.281593 ||| 0.9503950502934329
1 ||| -2.271593 ||| 0.9352400446815857
1 ||| -2.261593 ||| 0.9202495211871088
1 ||| -2.251593 ||| 0.9054227122760943
1 ||| -2.241593 ||| 0.8907588440432287
1 ||| -2.231593 ||| 0.8762571362891838
1 ||| -2.221593 ||| 0.8619168025986345
1 ||| -2.211593 ||| 0.8477370504189012
1 ||| -2.201593 ||| 0.8337170811392032
1 ||| -2.191593 ||| 0.8198560901705200
1 ||| -2.181593 ||| 0.8061532670260487
1 ||| -2.171593 ||| 0.7926077954022532
1 ||| -2.161593 ||| 0.7792188532604921
1 ||| -2.151593 ||| 0.7659856129092240
1 ||| -2.141593 ||| 0.7529072410867741
1 ||| -2.131593 ||| 0.7399828990446604
1 ||| -2.121593 ||| 0.7272117426314681
1 ||| -2.111593 ||| 0.7145929223772644
1 ||| -2.101593 ||| 0.7021255835785432
1 ||| -2.091593 ||| 0.6898088663836965
1 ||| -2.081593 ||| 0.6776419058789982
1 ||| -2.071593 ||| 0.6656238321750937
1 ||| -2.061593 ||| 0.6537537704939895
1 ||| -2.051593 ||| 0.6420308412565306
